 Title="FLOW5 data"
 Variables="X","Y","P","U","V"
 Zone N=         441, E=         800, F=FEPOINT, ET=TRIANGLE
   0.000000E+00   0.000000E+00   -48.6510       0.000000E+00   0.000000E+00
   0.000000E+00   0.500000E-01   -48.6006      -0.661428E-23  -0.781982E-23
   0.000000E+00   0.100000       -48.5501      -0.221073E-24   0.631022E-23
   0.000000E+00   0.150000       -48.4688      -0.158495E-22  -0.100355E-22
   0.000000E+00   0.200000       -48.3876       0.119440E-22  -0.151190E-22
   0.000000E+00   0.250000       -48.3675      -0.220162E-22   0.163410E-22
   0.000000E+00   0.300000       -48.3474       0.513485E-23   0.622313E-24
   0.000000E+00   0.350000       -48.4258       0.651766E-24   0.250395E-22
   0.000000E+00   0.400000       -48.5042       0.806524E-23  -0.281128E-22
   0.000000E+00   0.450000       -48.7130      -0.467874E-22   0.252733E-22
   0.000000E+00   0.500000       -48.9219      -0.563031E-22   0.143808E-22
   0.000000E+00   0.550000       -49.4189       0.112051E-22  -0.557717E-22
   0.000000E+00   0.600000       -49.9160       0.550470E-22  -0.128613E-22
   0.000000E+00   0.650000       -50.8797      -0.182237E-22   0.115004E-22
   0.000000E+00   0.700000       -51.8434      -0.199106E-22   0.585908E-23
   0.000000E+00   0.750000       -52.4898      -0.222964E-22   0.600854E-22
   0.000000E+00   0.800000       -53.1362      -0.299651E-22   0.337268E-22
   0.000000E+00   0.850000       -64.0468      -0.276481E-22   0.439554E-23
   0.000000E+00   0.900000       -74.9574       0.945336E-23   0.108680E-22
   0.000000E+00   0.950000       -87.6187       0.910270E-23   0.890357E-24
   0.000000E+00    1.00000       -100.280        1.00000       0.000000E+00
   0.500000E-01   0.000000E+00   -48.7005      -0.974640E-24   0.000000E+00
   0.500000E-01   0.500000E-01   -48.6512      -0.185730E-03   0.174968E-03
   0.500000E-01   0.100000       -48.6007      -0.121341E-02   0.204227E-02
   0.500000E-01   0.150000       -48.5701      -0.217503E-02   0.513096E-02
   0.500000E-01   0.200000       -48.4888      -0.302358E-02   0.101322E-01
   0.500000E-01   0.250000       -48.5206      -0.382869E-02   0.166496E-01
   0.500000E-01   0.300000       -48.5005      -0.461208E-02   0.246999E-01
   0.500000E-01   0.350000       -48.6279      -0.547398E-02   0.342272E-01
   0.500000E-01   0.400000       -48.7062      -0.636605E-02   0.454439E-01
   0.500000E-01   0.450000       -48.9852      -0.727694E-02   0.582178E-01
   0.500000E-01   0.500000       -49.1940      -0.832417E-02   0.732059E-01
   0.500000E-01   0.550000       -49.7170      -0.993245E-02   0.902102E-01
   0.500000E-01   0.600000       -50.2140      -0.117369E-01   0.108991    
   0.500000E-01   0.650000       -51.0395      -0.142380E-01   0.131118    
   0.500000E-01   0.700000       -52.0032      -0.148121E-01   0.157568    
   0.500000E-01   0.750000       -53.9473      -0.790880E-02   0.178863    
   0.500000E-01   0.800000       -54.5937      -0.821798E-02   0.210578    
   0.500000E-01   0.850000       -57.4402      -0.544705E-01   0.272308    
   0.500000E-01   0.900000       -68.3509      -0.496382E-01   0.227313    
   0.500000E-01   0.950000       -67.1963       0.154065       0.154065    
   0.500000E-01    1.00000       -79.8576        1.00000       0.000000E+00
   0.100000       0.000000E+00   -48.7500       0.000000E+00   0.198248E-22
   0.100000       0.500000E-01   -48.7006      -0.203151E-02   0.115126E-02
   0.100000       0.100000       -48.6513      -0.502259E-02   0.489055E-02
   0.100000       0.150000       -48.6207      -0.825833E-02   0.111488E-01
   0.100000       0.200000       -48.5900      -0.111512E-01   0.199877E-01
   0.100000       0.250000       -48.6218      -0.140355E-01   0.314772E-01
   0.100000       0.300000       -48.6536      -0.167978E-01   0.452470E-01
   0.100000       0.350000       -48.7810      -0.197948E-01   0.616333E-01
   0.100000       0.400000       -48.9083      -0.228151E-01   0.804164E-01
   0.100000       0.450000       -49.1872      -0.262695E-01   0.102053    
   0.100000       0.500000       -49.4661      -0.296906E-01   0.126137    
   0.100000       0.550000       -49.9891      -0.339197E-01   0.153193    
   0.100000       0.600000       -50.5121      -0.376777E-01   0.181638    
   0.100000       0.650000       -51.3376      -0.418414E-01   0.213280    
   0.100000       0.700000       -52.1631      -0.450564E-01   0.247713    
   0.100000       0.750000       -54.1072      -0.489832E-01   0.282693    
   0.100000       0.800000       -56.0513      -0.435724E-01   0.304168    
   0.100000       0.850000       -58.8978      -0.313643E-01   0.307052    
   0.100000       0.900000       -61.7443       0.333348E-01   0.238012    
   0.100000       0.950000       -60.5897       0.345238       0.100890    
   0.100000        1.00000       -59.4352        1.00000       0.000000E+00
   0.150000       0.000000E+00   -48.8128       0.000000E+00   0.307483E-24
   0.150000       0.500000E-01   -48.7344      -0.499816E-02   0.200549E-02
   0.150000       0.100000       -48.6851      -0.110721E-01   0.759998E-02
   0.150000       0.150000       -48.6658      -0.170765E-01   0.161212E-01
   0.150000       0.200000       -48.6352      -0.228146E-01   0.278243E-01
   0.150000       0.250000       -48.6819      -0.283928E-01   0.424471E-01
   0.150000       0.300000       -48.7137      -0.339040E-01   0.599413E-01
   0.150000       0.350000       -48.8477      -0.395780E-01   0.803070E-01
   0.150000       0.400000       -48.9750      -0.453631E-01   0.103517    
   0.150000       0.450000       -49.2330      -0.514767E-01   0.129566    
   0.150000       0.500000       -49.5119      -0.575502E-01   0.158012    
   0.150000       0.550000       -49.9359      -0.638309E-01   0.188767    
   0.150000       0.600000       -50.4589      -0.690426E-01   0.220257    
   0.150000       0.650000       -51.1336      -0.727087E-01   0.251583    
   0.150000       0.700000       -51.9591      -0.732617E-01   0.279804    
   0.150000       0.750000       -52.8394      -0.715527E-01   0.302994    
   0.150000       0.800000       -54.7835      -0.530522E-01   0.299015    
   0.150000       0.850000       -55.1214      -0.219013E-02   0.271020    
   0.150000       0.900000       -57.9680       0.135947       0.187368    
   0.150000       0.950000       -56.7208       0.459695       0.677104E-01
   0.150000        1.00000       -55.5663        1.00000       0.000000E+00
   0.200000       0.000000E+00   -48.8756       0.000000E+00   0.227473E-22
   0.200000       0.500000E-01   -48.7972      -0.930205E-02   0.246356E-02
   0.200000       0.100000       -48.7188      -0.188764E-01   0.909870E-02
   0.200000       0.150000       -48.6996      -0.281289E-01   0.191649E-01
   0.200000       0.200000       -48.6803      -0.368881E-01   0.323516E-01
   0.200000       0.250000       -48.7271      -0.454377E-01   0.486053E-01
   0.200000       0.300000       -48.7738      -0.538375E-01   0.676602E-01
   0.200000       0.350000       -48.9078      -0.624006E-01   0.896654E-01
   0.200000       0.400000       -49.0418      -0.708932E-01   0.114238    
   0.200000       0.450000       -49.2997      -0.795045E-01   0.141390    
   0.200000       0.500000       -49.5576      -0.874540E-01   0.170180    
   0.200000       0.550000       -49.9817      -0.945796E-01   0.200150    
