TITLE     = "Circle"
VARIABLES = "X","Y","R"
ZONE I=12, J=33, K=1,F=POINT
1.800E+001 1.800E+001 25.4558441227157
1.800E+001 2.200E+001 28.4253408071038
1.800E+001 2.500E+001 30.8058436014987
1.800E+001 2.700E+001 32.4499614791759
1.800E+001 2.860E+001 33.7928986622929
1.800E+001 3.010E+001 35.0714983996977
1.800E+001 3.130E+001 36.1066475873903
1.800E+001 3.250E+001 37.1517159765198
1.800E+001 3.360E+001 38.1177124182446
1.800E+001 3.460E+001 39.0020512281085
1.800E+001 3.550E+001 39.8026381035227
1.800E+001 3.600E+001 40.2492235949962
1.800E+001 1.800E+001 25.4558441227157
1.878E+001 2.191E+001 28.8571741513267
1.937E+001 2.488E+001 31.5311163773185
1.976E+001 2.684E+001 33.3293144243922
2.007E+001 2.840E+001 34.7759241430045
2.036E+001 2.985E+001 36.1324244965654
2.060E+001 3.108E+001 37.2870808726025
2.083E+001 3.224E+001 38.3836749152553
2.104E+001 3.329E+001 39.381540091774
2.124E+001 3.427E+001 40.318364302139
2.141E+001 3.514E+001 41.1486050796379
2.151E+001 3.566E+001 41.6451161602414
1.800E+001 1.800E+001 25.4558441227157
1.952E+001 2.168E+001 29.1728092579374
2.069E+001 2.450E+001 32.0675240703114
2.145E+001 2.634E+001 33.9690756424134
2.206E+001 2.780E+001 35.4892039922002
2.262E+001 2.914E+001 36.8890769740854
2.312E+001 3.035E+001 38.1530719601974
2.356E+001 3.143E+001 39.2800012729124
2.396E+001 3.239E+001 40.2888781179124
2.434E+001 3.331E+001 41.2552020962206
2.468E+001 3.412E+001 42.1102932784848
2.489E+001 3.464E+001 42.6549141365916
1.800E+001 1.800E+001 25.4558441227157
2.021E+001 2.130E+001 29.3621201550569
2.192E+001 2.386E+001 32.4004012320835
2.302E+001 2.551E+001 34.3610317074444
2.389E+001 2.682E+001 35.9171894780201
2.469E+001 2.801E+001 37.3384011441304
2.545E+001 2.914E+001 38.6890436687184
2.608E+001 3.010E+001 39.8268301525492
2.665E+001 3.094E+001 40.8351086688893
2.720E+001 3.177E+001 41.8231144225296
2.768E+001 3.249E+001 42.6823441249423
2.801E+001 3.299E+001 43.2770169951673
1.800E+001 1.800E+001 25.4558441227157
2.080E+001 2.080E+001 29.4156420973604
2.300E+001 2.300E+001 32.5269119345812
2.440E+001 2.440E+001 34.5068109219035
2.550E+001 2.550E+001 36.0624458405139
2.650E+001 2.650E+001 37.476659402887
2.750E+001 2.750E+001 38.8908729652601
2.830E+001 2.830E+001 40.0222438151586
2.900E+001 2.900E+001 41.0121933088198
2.970E+001 2.970E+001 42.0021428024809
3.030E+001 3.030E+001 42.8506709399048
3.075E+001 3.075E+001 43.4870670429727
1.800E+001 1.800E+001 25.4558441227157
2.130E+001 2.021E+001 29.3621201550569
2.386E+001 2.192E+001 32.4004012320835
2.551E+001 2.302E+001 34.3610317074444
2.682E+001 2.389E+001 35.9171894780201
2.801E+001 2.469E+001 37.3384011441304
2.914E+001 2.545E+001 38.6890436687184
3.010E+001 2.608E+001 39.8268301525492
3.094E+001 2.665E+001 40.8351086688893
3.177E+001 2.720E+001 41.8231144225296
3.249E+001 2.768E+001 42.6823441249423
3.299E+001 2.801E+001 43.2770169951673
1.800E+001 1.800E+001 25.4558441227157
2.168E+001 1.952E+001 29.1728092579374
2.450E+001 2.069E+001 32.0675240703114
2.634E+001 2.145E+001 33.9690756424134
2.780E+001 2.206E+001 35.4892039922002
2.914E+001 2.262E+001 36.8890769740854
3.035E+001 2.312E+001 38.1530719601974
3.143E+001 2.356E+001 39.2800012729124
3.239E+001 2.396E+001 40.2888781179124
3.331E+001 2.434E+001 41.2552020962206
3.412E+001 2.468E+001 42.1102932784848
3.464E+001 2.489E+001 42.6549141365916
1.800E+001 1.800E+001 25.4558441227157
2.191E+001 1.878E+001 28.8571741513267
2.488E+001 1.937E+001 31.5311163773185
2.684E+001 1.976E+001 33.3293144243922
2.840E+001 2.007E+001 34.7759241430045
2.985E+001 2.036E+001 36.1324244965654
3.108E+001 2.060E+001 37.2870808726025
3.224E+001 2.083E+001 38.3836749152553
3.329E+001 2.104E+001 39.381540091774
3.427E+001 2.124E+001 40.318364302139
3.514E+001 2.141E+001 41.1486050796379
3.566E+001 2.151E+001 41.6451161602414
1.800E+001 1.800E+001 25.4558441227157
2.200E+001 1.800E+001 28.4253408071038
2.500E+001 1.800E+001 30.8058436014987
2.700E+001 1.800E+001 32.4499614791759
2.860E+001 1.800E+001 33.7928986622929
3.010E+001 1.800E+001 35.0714983996977
3.130E+001 1.800E+001 36.1066475873903
3.250E+001 1.800E+001 37.1517159765198
3.360E+001 1.800E+001 38.1177124182446
3.460E+001 1.800E+001 39.0020512281085
3.550E+001 1.800E+001 39.8026381035227
3.600E+001 1.800E+001 40.2492235949962
1.800E+001 1.800E+001 25.4558441227157
2.191E+001 1.722E+001 27.8671222052081
2.488E+001 1.663E+001 29.9260973065316
2.681E+001 1.628E+001 31.3658173813468
2.840E+001 1.593E+001 32.5626304220037
2.985E+001 1.564E+001 33.6991409386055
3.108E+001 1.540E+001 34.6861124947723
3.224E+001 1.517E+001 35.6306960358621
3.329E+001 1.496E+001 36.4969272679222
3.427E+001 1.476E+001 37.3134091179029
3.514E+001 1.459E+001 38.0484914287019
3.567E+001 1.448E+001 38.4970037795151
1.800E+001 1.800E+001 25.4558441227157
2.168E+001 1.648E+001 27.2325687367167
2.450E+001 1.531E+001 28.8902422973571
2.630E+001 1.464E+001 30.1001594680161
2.780E+001 1.394E+001 31.0992540103457
2.914E+001 1.338E+001 32.0649964915014
3.035E+001 1.288E+001 32.969939338737
3.143E+001 1.244E+001 33.8023445932379
3.239E+001 1.204E+001 34.5553715071912
